,,2010-01-04 00:00:00
High,GMRE,
High,GMRE^A,
High,GMS,
High,GMVD,
High,GMVDW,
High,GNE,
High,GNE^A,
High,GNFT,
High,GNK,
High,GNL,
High,GNLN,
High,GNL^A,
High,GNL^B,
High,GNPX,
High,GNRC,
High,GNS,
High,GNSS,1.5299999713897705
High,GNT,
High,GNTA,
High,GNTX,9.135000228881836
High,GNTY,
High,GNT^A,
High,GNUS,
High,GNW,12.130000114440918
High,GO,
High,GOCO,
High,GOEV,
High,GOEVW,
High,GOF,17.010000228881836
High,GOGL,69.0999984741211
High,GOGN,
High,GOGO,
High,GOL,31.18000030517578
High,GOLD,41.18000030517578
High,GOLF,
High,GOOD,13.65999984741211
High,GOODN,
High,GOODO,
High,GOOG,15.678980827331543
High,GOOGL,15.753503799438477
High,GOOS,
High,GORO,11.460000038146973
High,GOSS,
High,GOTU,
High,GOVX,
High,GP,
High,GPAC,
High,GPACU,
High,GPACW,
High,GPC,38.38999938964844
High,GPI,30.010000228881836
High,GPJA,
High,GPK,3.7300000190734863
High,GPMT,
High,GPMT^A,
High,GPN,27.25
High,GPOR,
High,GPP,
High,GPRE,15.979999542236328
High,GPRK,
High,GPRO,
High,GPS,20.729999542236328
High,GRAB,
High,GRABW,
High,GRAY,
High,GRBK,39.03394317626953
High,GRBK^A,
High,GRC,18.464000701904297
High,GRCL,
High,GRCY,
High,GRCYU,
High,GREE,39.855072021484375
High,GREEL,
High,GRF,6.360000133514404
High,GRFS,
High,GRFX,
High,GRIL,
High,GRIN,
High,GRMN,32.2400016784668
High,GRNA,
High,GRND,
High,GRNQ,
High,GRNT,
High,GROM,
High,GROMW,
High,GROV,
High,GROW,12.75
High,GROY,
High,GRPH,
High,GRPN,
High,GRRR,
High,GRRRW,
High,GRTS,
High,GRTX,
High,GRVY,6.760000228881836
High,GRWG,
High,GRX,6.522205829620361
High,GS,174.25
High,GSAT,0.9800000190734863
High,GSBC,22.09000015258789
High,GSBD,
High,GSD,
High,GSDWU,
High,GSDWW,
High,GSHD,
High,GSIT,4.789999961853027
High,GSK,43.130001068115234
High,GSL,11.920000076293945
High,GSL^B,
High,GSM,9.75
High,GSMG,
High,GSMGW,
High,GSQB,
High,GSQD,
High,GSRM,
High,GSRMR,
High,GSRMU,
High,GSRMW,
High,GSUN,
High,GS^A,
High,GS^C,
High,GS^D,
High,GS^J,
High,GS^K,
High,GT,14.869999885559082
High,GTAC,
High,GTACU,
High,GTBP,
High,GTE,6.079999923706055
High,GTEC,
High,GTES,
High,GTH,
High,GTHX,
High,GTIM,3.240000009536743
High,GTLB,
High,GTLS,17.040000915527344
High,GTLS^B,
High,GTN,1.590000033378601
High,GTX,
High,GTXAP,
High,GTY,24.0
High,GUG,
High,GURE,68.6500015258789
High,GUT,9.079999923706055
High,GUT^C,
High,GVA,34.31999969482422
High,GVCI,
High,GVCIU,
High,GVCIW,
High,GVP,5.559999942779541
High,GWAV,
High,GWH,
High,GWII,
High,GWIIW,
High,GWRE,
High,GWRS,
High,GWW,97.97000122070312
High,GXII,
High,GXIIW,
High,GXO,
High,GYRO,453.1111145019531
High,H,30.600000381469727
High,HA,7.190000057220459
High,HAE,28.024999618530273
High,HAFC,9.760000228881836
High,HAIA,
High,HAIAU,
High,HAIAW,
High,HAIN,8.720000267028809
High,HAL,31.34000015258789
High,HALL,82.5
High,HALO,6.150000095367432
High,HAPP,
High,HARP,
High,HAS,32.75
High,HASI,
High,HAYN,35.38999938964844
High,HAYW,
High,HBAN,3.740000009536743
High,HBANM,
High,HBANP,
High,HBB,
High,HBCP,12.329999923706055
High,HBI,6.21999979019165
High,HBIO,2.8430631160736084
High,HBM,13.449999809265137
High,HBNC,3.358025074005127
High,HBT,
High,HCA,
High,HCAT,
High,HCC,
High,HCCI,11.199999809265137
High,HCDI,
High,HCDIP,
High,HCDIW,
High,HCI,8.260000228881836
High,HCKT,2.880000114440918
High,HCM,
High,HCNE,
High,HCNEU,
High,HCP,
High,HCSG,14.493332862854004
High,HCTI,
High,HCVI,
High,HCVIU,
High,HCVIW,
High,HCWB,
High,HCXY,
High,HD,29.149999618530273
High,HDB,13.347999572753906
High,HDSN,1.4800000190734863
High,HE,21.219999313354492
High,HEAR,
High,HEES,10.850000381469727
High,HEI,9.630122184753418
High,HEI/A,
High,HELE,25.010000228881836
High,HEP,20.649999618530273
High,HEPA,
High,HEPS,
High,HEQ,
High,HERA,
High,HERAU,
High,HERAW,
High,HES,63.43000030517578
High,HESM,
High,HEXO,
High,HFBL,4.5
High,HFFG,
High,HFRO,
High,HFRO^A,
High,HFWA,14.210000038146973
High,HGBL,0.15000000596046448
High,HGEN,
High,HGLB,
High,HGTY,
High,HGV,
High,HHC,
High,HHGC,
High,HHGCR,
High,HHGCW,
High,HHLA,
High,HHS,112.30000305175781
High,HI,19.1299991607666
High,HIBB,22.59000015258789
High,HIE,
High,HIFS,31.040000915527344
High,HIG,23.959999084472656
High,HIG^G,
High,HIHO,2.0199999809265137
High,HII,
High,HILS,
High,HIMS,
High,HIMX,3.1600000858306885
High,HIO,6.010000228881836
High,HIPO,
High,HITI,
High,HIVE,
High,HIW,33.97999954223633
High,HIX,9.300000190734863
High,HKD,
High,HL,6.489999771118164
High,HLBZ,
High,HLBZW,
High,HLF,10.4375
High,HLGN,
High,HLI,
High,HLIO,18.593332290649414
High,HLIT,6.559999942779541
High,HLLY,
High,HLMN,
High,HLN,
High,HLNE,
High,HLT,
High,HLTH,
High,HLVX,
High,HLX,12.539999961853027
High,HL^B,
High,HMAC,
High,HMACW,
High,HMC,34.790000915527344
High,HMN,12.869999885559082
High,HMNF,4.760000228881836
High,HMPT,
High,HMST,
High,HMY,10.539999961853027
High,HNI,28.600000381469727
High,HNNA,1.9666670560836792
High,HNNAZ,
High,HNRA,
High,HNRG,7.849999904632568
High,HNST,
High,HNVR,
High,HNW,17.850000381469727
High,HOFT,12.869999885559082
High,HOFV,
High,HOFVW,
High,HOG,25.700000762939453
High,HOLI,12.5
High,HOLO,
High,HOLX,14.989999771118164
High,HOMB,5.627273082733154
High,HON,38.49706268310547
High,HONE,
High,HOOD,
High,HOOK,
High,HOPE,11.850000381469727
High,HOTH,
High,HOUR,
High,HOUS,
High,HOV,99.5
High,HOVNP,5.329999923706055
High,HOWL,
High,HP,42.02000045776367
High,HPCO,
High,HPE,
High,HPF,17.110000610351562
High,HPI,17.200000762939453
High,HPK,
High,HPKEW,
High,HPLT,
High,HPP,
High,HPP^C,
High,HPQ,23.841962814331055
High,HPS,15.09000015258789
High,HPX,
High,HQH,12.0
High,HQI,1.7999999523162842
High,HQL,9.579999923706055
High,HQY,
High,HR,
High,HRB,22.93000030517578
High,HRI,36.65999984741211
High,HRL,9.642499923706055
High,HRMY,
High,HROW,58.0
High,HROWL,
High,HROWM,
High,HRT,
High,HRTG,
High,HRTX,28.0
High,HRZN,
High,HSAQ,
High,HSBC,58.59000015258789
High,HSC,33.7400016784668
High,HSCS,
High,HSCSW,
High,HSDT,
High,HSIC,21.176471710205078
High,HSII,32.150001525878906
High,HSKA,6.300000190734863
High,HSON,49.0
High,HSPOU,
High,HST,12.010000228881836
High,HSTM,4.0
High,HSTO,
High,HSY,36.2599983215332
High,HT,13.039999961853027
High,HTBI,
High,HTBK,4.340000152587891
High,HTCR,
High,HTD,13.100000381469727
High,HTFB,
High,HTFC,
High,HTGC,10.779999732971191
High,HTGM,
High,HTH,11.779999732971191
High,HTHT,
High,HTIA,
High,HTIBP,
High,HTLD,15.960000038146973
High,HTLF,14.550000190734863
High,HTLFP,
High,HTOO,
High,HTOOW,
High,HTY,13.34000015258789
High,HTZ,
High,HTZWW,
High,HT^C,
High,HT^D,
High,HT^E,
High,HUBB,48.130001068115234
High,HUBG,28.020000457763672
High,HUBS,
High,HUDA,
High,HUDAR,
High,HUDAU,
High,HUDI,
High,HUGE,
High,HUIZ,
High,HUM,45.77000045776367
High,HUMA,
High,HUMAW,
High,HUN,11.899999618530273
High,HURC,15.739999771118164
High,HURN,23.780000686645508
High,HUSA,81.875
High,HUT,
High,HUYA,
High,HVBC,
High,HVT,13.819999694824219
High,HVT/A,
High,HWBK,8.219270706176758
High,HWC,45.130001068115234
High,HWCPZ,
High,HWEL,
High,HWELW,
High,HWKN,11.4399995803833
High,HWKZ,
High,HWM,
High,HWM^,
High,HXL,13.649999618530273
High,HY,
High,HYB,9.149999618530273
High,HYFM,
High,HYI,
High,HYLN,
High,HYMC,
High,HYMCL,
High,HYMCW,
High,HYPR,
High,HYRE,
High,HYT,10.699999809265137
High,HYW,
High,HYZN,
High,HYZNW,
High,HZN,
High,HZNP,
High,HZO,9.399999618530273
High,HZON,
High,IAA,
High,IAC,4.548859119415283
High,IAE,19.3700008392334
High,IAF,12.600000381469727
High,IAG,16.450000762939453
High,IART,19.450000762939453
High,IAS,
High,IAUX,
High,IBA,23.84000015258789
High,IBCP,7.5
High,IBER,
High,IBEX,
High,IBIO,225.0
High,IBKR,17.920000076293945
High,IBM,127.12236785888672
High,IBN,7.059999942779541
High,IBOC,19.559999465942383
High,IBP,
High,IBRX,
High,IBTX,
High,ICAD,7.900000095367432
High,ICCC,3.700000047683716
High,ICCH,
High,ICCM,
High,ICD,
High,ICE,22.700000762939453
High,ICFI,27.209999084472656
High,ICHR,
High,ICL,13.0
High,ICLK,
High,ICLR,22.0
High,ICMB,
High,ICPT,
High,ICR^A,
High,ICU,
High,ICUCW,
High,ICUI,37.29999923706055
High,ICVX,
High,ID,
High,IDA,32.47999954223633
High,IDAI,
High,IDBA,
High,IDCC,27.979999542236328
High,IDE,
High,IDEX,6.75
High,IDN,32.0
High,IDR,3.5
High,IDRA,42.2400016784668
High,IDT,4.226542949676514
High,IDW,
High,IDXX,27.174999237060547
High,IDYA,
High,IE,
High,IEP,39.025047302246094
High,IESC,6.199999809265137
High,IEX,31.790000915527344
High,IFBD,
High,IFF,42.02000045776367
High,IFIN,
High,IFN,31.600000381469727
High,IFRX,
High,IFS,
High,IGA,13.630000114440918
High,IGAC,
High,IGACW,
High,IGC,14.300000190734863
High,IGD,12.279999732971191
High,IGI,19.950000762939453
High,IGIC,
High,IGICW,
High,IGMS,
High,IGR,6.489999771118164
High,IGT,19.690000534057617
High,IGTA,
High,IH,
High,IHD,
High,IHG,22.448261260986328
High,IHIT,
High,IHRT,
High,IHS,
High,IHT,1.090000033378601
High,IHTA,
High,IIF,23.270000457763672
High,III,3.4000000953674316
High,IIIN,13.359999656677246
High,IIIV,
High,IIM,14.140000343322754
High,IINN,
High,IINNW,
High,IIPR,
High,IIPR^A,
High,IIVIP,
High,IKNA,
High,IKT,
High,ILAG,
High,ILMN,31.229999542236328
High,ILPT,
High,IMAB,
High,IMACW,
High,IMAQ,
High,IMAX,13.680000305175781
High,IMBI,52.70000076293945
High,IMBIL,
High,IMCC,
High,IMCR,
High,IMGN,8.109999656677246
High,IMGO,
High,IMH,3.5999999046325684
High,IMKTA,15.40999984741211
High,IMMP,
High,IMMR,4.699999809265137
High,IMMX,
High,IMNM,
High,IMNN,3093.2431640625
High,IMO,39.939998626708984
High,IMOS,2.7690799236297607
High,IMPL,
High,IMPP,
High,IMPPP,
High,IMRA,
High,IMRN,
High,IMRX,
High,IMTE,
High,IMTX,
High,IMTXW,
High,IMUX,
High,IMV,39.42307662963867
High,IMVT,
High,IMXI,
High,INAB,
High,INAQ,
High,INBK,4.433332920074463
High,INBKZ,
High,INBS,
High,INBX,
High,INCR,
High,INCY,9.510000228881836
High,INDB,21.3799991607666
High,INDI,
High,INDIW,
High,INDO,
High,INDP,
High,INDT,29.350000381469727
High,INFA,
High,INFI,6.559999942779541
High,INFN,9.09000015258789
High,INFU,2.5
High,INFY,7.112500190734863
High,ING,10.520000457763672
High,INGN,
High,INGR,29.8700008392334
High,INKA,
High,INKAU,
High,INKAW,
High,INKT,
High,INLX,
High,INM,
High,INMB,
High,INMD,
High,INN,
High,INNV,
High,INN^E,
High,INN^F,
High,INO,4.559999942779541
High,INOD,6.130000114440918
High,INPX,
High,INSE,
High,INSG,8.380000114440918
High,INSI,16.299999237060547
High,INSM,7.800000190734863
High,INSP,
High,INST,
High,INSW,
High,INT,28.06999969482422
High,INTA,
High,INTC,21.030000686645508
High,INTE,
High,INTEU,
High,INTG,10.130000114440918
High,INTR,
High,INTT,1.7999999523162842
High,INTU,31.149999618530273
High,INTZ,0.4000000059604645
High,INUV,4.099999904632568
High,INVA,10.862208366394043
High,INVE,22.799999237060547
High,INVH,
High,INVO,
High,INVZ,
High,INVZW,
High,INZY,
High,IOAC,
High,IOACW,
High,IOBT,
High,IONM,
High,IONQ,
High,IONR,
High,IONS,11.399999618530273
High,IOR,8.399999618530273
High,IOSP,10.350000381469727
High,IOT,
High,IOVA,
High,IP,25.635421752929688
High,IPA,7.199999809265137
High,IPAR,12.859999656677246
High,IPAX,
High,IPAXW,
High,IPDN,
High,IPG,7.619999885559082
High,IPGP,17.3700008392334
High,IPHA,
High,IPI,306.1000061035156
High,IPSC,
High,IPVF,
High,IPVI,
High,IPVIU,
High,IPVIW,
High,IPW,
High,IPWR,
High,IPX,
High,IQ,
High,IQI,12.140000343322754
High,IQMD,
High,IQMDU,
High,IQV,
High,IR,
High,IRAA,
High,IRAAU,
High,IRAAW,
High,IRBT,17.969999313354492
High,IRDM,8.100000381469727
High,IREN,
High,IRIX,3.0799999237060547
High,IRL,7.349999904632568
High,IRM,21.3123836517334
High,IRMD,
High,IRNT,
High,IRON,
High,IROQ,
High,IRRX,
High,IRS,9.819999694824219
High,IRT,
High,IRTC,
High,IRWD,
High,ISD,
High,ISDR,1.2999999523162842
High,ISEE,
High,ISIG,34.369998931884766
High,ISO,
High,ISPC,
High,ISPO,
High,ISPOW,
High,ISR,0.8799999952316284
High,ISRG,34.34333419799805
High,ISSC,4.71999979019165
High,ISTR,
High,ISUN,
High,IT,18.8700008392334
High,ITAQ,
High,ITAQW,
High,ITCB,12.899999618530273
High,ITCI,
High,ITGR,19.549999237060547
High,ITI,1.5299999713897705
High,ITIC,34.9900016784668
High,ITOS,
High,ITP,121.5
High,ITQ,
High,ITQRW,
High,ITRG,
High,ITRI,69.0
High,ITRM,
High,ITRN,13.15999984741211
High,ITT,16.646320343017578
High,ITUB,9.823456764221191
High,ITW,48.939998626708984
High,IVA,
High,IVAC,14.75
High,IVC,25.3700008392334
High,IVCAU,
High,IVCAW,
High,IVCB,
High,IVCBU,
High,IVCBW,
High,IVCP,
High,IVCPU,
High,IVCPW,
High,IVDA,10.399999618530273
High,IVDAW,
High,IVH,
High,IVR,231.8000030517578
High,IVR^B,
High,IVR^C,
High,IVT,
High,IVVD,
High,IVZ,23.579999923706055
High,IX,34.849998474121094
High,IXAQ,
High,IXAQU,
High,IXAQW,
High,IXHL,
High,IZEA,
High,J,38.459999084472656
High,JACK,19.950000762939453
High,JAGX,
High,JAKK,125.4000015258789
High,JAMF,
High,JAN,11.350000381469727
High,JANX,
High,JAQC,
High,JAQCU,
High,JATT,
High,JAZZ,8.239999771118164
High,JBGS,
High,JBHT,33.11000061035156
High,JBI,
High,JBK,19.25
High,JBL,17.81999969482422
High,JBLU,5.590000152587891
High,JBSS,15.920000076293945
High,JBT,17.8700008392334
High,JCE,12.279999732971191
High,JCI,19.025136947631836
High,JCIC,
High,JCICU,
High,JCICW,
High,JCSE,
High,JCTCF,1.6875
High,JD,
High,JEF,22.583139419555664
High,JELD,
High,JEQ,5.360000133514404
High,JEWL,
High,JFBR,
High,JFBRW,
High,JFIN,
High,JFR,10.470000267028809
High,JFU,
High,JG,
High,JGGC,
High,JGGCW,
High,JGH,
High,JHAA,
High,JHG,
High,JHI,18.610000610351562
High,JHS,13.5600004196167
High,JHX,7.8480000495910645
High,JILL,
High,JJSF,40.54999923706055
High,JKHY,23.860000610351562
High,JKS,
High,JLL,61.970001220703125
High,JLS,25.09000015258789
High,JMAC,
High,JMIA,
High,JMM,7.590000152587891
High,JMSB,
High,JNCE,
High,JNJ,64.98999786376953
High,JNPR,27.31999969482422
High,JOAN,
High,JOB,6.699999809265137
High,JOBY,
High,JOE,29.299999237060547
High,JOF,7.519999980926514
High,JOUT,10.470000267028809
High,JPC,7.539999961853027
High,JPI,
High,JPM,42.9900016784668
High,JPM^C,
High,JPM^D,
High,JPM^J,
High,JPM^K,
High,JPM^L,
High,JPM^M,
High,JPS,7.289999961853027
High,JPT,
High,JQC,7.78000020980835
High,JRI,
High,JRO,10.859999656677246
High,JRS,8.119999885559082
High,JRSH,
High,JRVR,
High,JSD,
High,JSM,15.899999618530273
High,JSPR,
High,JSPRW,
High,JT,
High,JUGGU,
High,JUGGW,
High,JUN,
High,JUPW,
High,JUPWW,
High,JVA,4.21999979019165
High,JWAC,
High,JWEL,
High,JWN,38.150001525878906
High,JWSM,
High,JXJT,
High,JXN,
High,JYNT,
High,JZ,
High,JZXN,
High,K,53.56999969482422
High,KA,
High,KACL,
High,KAI,16.420000076293945
High,KAL,
High,KALA,
High,KALU,43.15999984741211
High,KALV,
High,KALWW,
High,KAMN,23.739999771118164
High,KAR,5.299015998840332
High,KARO,
High,KAVL,
High,KB,52.58000183105469
High,KBAL,7.002342224121094
High,KBH,14.039999961853027
High,KBNT,
High,KBNTW,
High,KBR,19.559999465942383
High,KC,
High,KCGI,
High,KD,
High,KDNY,
High,KDP,29.139999389648438
High,KE,
High,KELYA,12.930000305175781
High,KELYB,12.829999923706055
High,KEN,
High,KEP,14.979999542236328
High,KEQU,14.479999542236328
High,KERN,
High,KERNW,
High,KEX,35.5099983215332
High,KEY,5.96999979019165
High,KEYS,
High,KEY^I,
High,KEY^J,
High,KEY^K,
High,KEY^L,
High,KF,36.849998474121094
High,KFFB,11.430000305175781
High,KFRC,12.720000267028809
High,KFS,7.360000133514404
High,KFY,17.1200008392334
High,KGC,19.190000534057617
High,KHC,
High,KIDS,
High,KIM,13.880000114440918
High,KIM^L,
High,KIM^M,
High,KIND,
High,KINS,2.869999885559082
High,KINZ,
High,KINZW,
High,KIO,
High,KIQ,0.07000000029802322
High,KIRK,18.229999542236328
High,KITT,
High,KITTW,
High,KKR,
High,KKRS,
High,KKR^C,
High,KLAC,37.369998931884766
High,KLIC,5.53000020980835
High,KLR,
High,KLTR,
High,KLXE,
High,KMB,61.86001968383789
High,KMDA,
High,KMF,
High,KMI,
High,KMPB,
High,KMPH,
High,KMPR,22.84000015258789
High,KMT,27.40999984741211
High,KMX,24.479999542236328
High,KN,
High,KNBE,
High,KNDI,6.159999847412109
High,KNOP,
High,KNSA,
High,KNSL,
High,KNSW,
High,KNTE,
High,KNTK,
High,KNW,10.5
High,KNX,19.649999618530273
High,KO,28.610000610351562
High,KOD,
High,KODK,
High,KOF,67.18000030517578
High,KOP,32.02000045776367
High,KOPN,4.269999980926514
High,KORE,
High,KOS,
High,KOSS,5.510000228881836
High,KPLT,
High,KPLTW,
High,KPRX,
High,KPTI,
High,KR,10.324999809265137
High,KRBP,
High,KRC,31.18000030517578
High,KREF,
High,KREF^A,
High,KRG,16.959999084472656
High,KRKR,
High,KRMD,0.21699999272823334
High,KRNL,
High,KRNLW,
High,KRNT,
High,KRNY,7.316720008850098
High,KRO,8.460000038146973
High,KRON,
High,KROS,
High,KRP,
High,KRT,
High,KRTX,
High,KRUS,
High,KRYS,
High,KSCP,
High,KSI,
High,KSICW,
High,KSM,12.800000190734863
High,KSPN,32.0
High,KSS,54.75
High,KT,17.239999771118164
High,KTB,
High,KTCC,3.9100000858306885
High,KTF,11.800000190734863
High,KTH,27.459999084472656
High,KTN,24.829999923706055
High,KTOS,10.800000190734863
High,KTRA,
High,KTTA,
High,KUKE,
High,KULR,
High,KURA,
High,KVHI,15.0600004196167
High,KVSA,
High,KVSC,
High,KW,9.010000228881836
High,KWE,
High,KWESW,
High,KWR,21.899999618530273
High,KXIN,
High,KYCH,
High,KYCHR,
High,KYCHU,
High,KYCHW,
High,KYMR,
High,KYN,24.84000015258789
High,KZIA,16.589862823486328
High,KZR,
High,L,37.290000915527344
High,LAB,
High,LABP,
High,LAC,7.300000190734863
High,LAD,8.40999984741211
High,LADR,
High,LAKE,8.170000076293945
High,LAMR,32.34000015258789
High,LANC,50.439998626708984
High,LAND,
High,LANDM,
High,LANDO,
High,LANV,
High,LARK,10.308262825012207
High,LASE,
High,LASR,
High,LATGU,
High,LATGW,
High,LAUR,
High,LAW,
High,LAZ,40.209999084472656
High,LAZR,
High,LAZY,
High,LBAI,5.606306076049805
High,LBBB,
High,LBC,
High,LBPH,
High,LBRDA,
High,LBRDK,
High,LBRDP,
High,LBRT,
High,LBTYA,11.435871124267578
High,LBTYB,11.237166404724121
High,LBTYK,11.175000190734863
High,LC,
High,LCA,
High,LCAA,
High,LCAAU,
High,LCAAW,
High,LCAHW,
High,LCFY,
High,LCFYW,
High,LCI,6.380000114440918
High,LCID,
High,LCII,21.739999771118164
High,LCNB,10.5
High,LCTX,4.730000019073486
High,LCUT,7.25
High,LCW,
High,LDHA,
High,LDHAW,
High,LDI,
High,LDOS,47.33333206176758
High,LDP,
High,LE,
High,LEA,34.904998779296875
High,LECO,27.139999389648438
High,LEDS,
High,LEE,35.79999923706055
High,LEG,20.739999771118164
High,LEGA,
High,LEGAW,
High,LEGH,
High,LEGN,
High,LEJU,
High,LEN,12.802359580993652
High,LEO,8.119999885559082
High,LESL,
High,LEU,1142.857177734375
High,LEV,
High,LEVI,
High,LEXX,
High,LEXXW,
High,LFAC,
High,LFCR,6.5
High,LFLY,
High,LFLYW,
High,LFMD,1.149999976158142
High,LFMDP,
High,LFST,
High,LFT,
High,LFT^A,
High,LFUS,33.61000061035156
High,LFVN,2.0299999713897705
High,LGAC,
High,LGACU,
High,LGHL,
High,LGHLW,
High,LGI,15.119999885559082
High,LGIH,
High,LGL,2.248629093170166
High,LGMK,
High,LGND,8.608858108520508
High,LGO,
High,LGST,
High,LGVC,
High,LGVCW,
High,LGVN,
High,LH,76.5
High,LHC,
High,LHCG,34.58000183105469
High,LHDX,
High,LHX,48.7400016784668
High,LI,
High,LIAN,
High,LIBY,
High,LICY,
High,LIDR,
High,LIDRW,
High,LIFE,
High,LIFW,
High,LIFWW,
High,LIFWZ,
High,LII,40.0099983215332
High,LILA,
High,LILAK,
High,LILM,
High,LILMW,
High,LIN,81.77999877929688
High,LINC,22.260000228881836
High,LIND,
High,LINK,1.440000057220459
High,LION,
High,LIONW,
High,LIPO,
High,LIQT,
High,LITB,
High,LITE,
High,LITM,
High,LITT,
High,LIVB,
High,LIVE,25.399999618530273
High,LIVN,
High,LIXT,0.49000000953674316
High,LIXTW,
High,LIZI,
High,LKCO,
High,LKFN,11.766667366027832
High,LKQ,10.114999771118164
High,LL,27.25
High,LLAP,
High,LLY,36.349998474121094
High,LMAT,5.0
High,LMB,
High,LMDX,
High,LMDXW,
High,LMFA,
High,LMND,
High,LMNL,176.0
High,LMNR,14.199999809265137
High,LMST,73.52381134033203
High,LMT,76.94999694824219
High,LNC,25.90999984741211
High,LNC^D,
High,LND,
High,LNG,2.5399999618530273
High,LNKB,
High,LNN,42.25
High,LNSR,
High,LNT,15.350000381469727
High,LNTH,
High,LNW,14.899999618530273
High,LOAN,1.059999942779541
High,LOB,
High,LOCC,
High,LOCL,
High,LOCO,
High,LODE,
High,LOGI,17.940000534057617
High,LOKM,
High,LOMA,
High,LOOP,
High,LOPE,19.290000915527344
High,LOV,3.009999990463257
High,LOVE,
High,LOW,23.59000015258789
High,LPCN,
High,LPG,
High,LPI,
High,LPL,18.280000686645508
High,LPLA,
High,LPRO,
High,LPSN,7.039999961853027
High,LPTH,1.7400000095367432
High,LPTV,
High,LPTX,
High,LPX,7.300000190734863
High,LQDA,
High,LQDT,10.199999809265137
High,LRCX,40.45000076293945
High,LRFC,
High,LRMR,
High,LRN,20.549999237060547
High,LSAK,19.75
High,LSBK,7.619999885559082
High,LSCC,2.8299999237060547
High,LSEA,
High,LSEAW,
High,LSF,
High,LSI,24.166667938232422
High,LSPD,
High,LSTA,2250.0
High,LSTR,39.7400016784668
High,LSXMA,
High,LSXMB,
High,LSXMK,
High,LTBR,390.0
High,LTC,27.549999237060547
High,LTCH,
High,LTCHW,
High,LTH,
High,LTHM,
High,LTRN,
High,LTRPA,
High,LTRPB,
High,LTRX,3.240000009536743
High,LTRY,
High,LTRYW,
High,LU,
High,LUCD,
High,LUCY,
High,LUCYW,
High,LULU,15.770000457763672
High,LUMN,37.0
High,LUMO,
High,LUNA,2.3499999046325684
High,LUNG,
High,LUV,11.460000038146973
High,LUXH,
High,LVAC,
High,LVLU,
High,LVO,
High,LVOX,
High,LVOXW,
High,LVRA,
High,LVS,16.6200008392334
High,LVTX,
High,LVWR,
High,LW,
High,LWAY,12.039999961853027
High,LWLG,1.600000023841858
High,LX,
High,LXEH,
High,LXFR,
High,LXP,6.329999923706055
High,LXP^C,
High,LXRX,12.319999694824219
High,LXU,11.15384578704834
High,LYB,
High,LYEL,
High,LYFT,
High,LYG,3.4600000381469727
High,LYLT,
High,LYRA,
High,LYT,
High,LYTS,8.210000038146973
High,LYV,9.140000343322754
High,LZ,
High,LZB,9.989999771118164
High,M,17.350000381469727
High,MA,25.81999969482422
High,MAA,49.060001373291016
High,MAA^I,
High,MAC,36.597633361816406
High,MACA,
High,MACK,
High,MAG,6.230000019073486
High,MAIA,
High,MAIN,16.309999465942383
High,MAN,56.58000183105469
High,MANH,6.207499980926514
High,MANU,
High,MAPS,
High,MAPSW,
High,MAQC,
High,MAR,26.324222564697266
High,MARA,
High,MARK,32.0
High,MARPS,14.9399995803833
High,MAS,12.56590461730957
High,MASI,31.43000030517578
High,MASS,
High,MAT,20.329999923706055
High,MATH,
High,MATV,36.21500015258789
High,MATW,36.29999923706055
High,MATX,16.8304500579834
High,MAV,12.680000305175781
High,MAX,
High,MAXN,
High,MAXR,40.630001068115234
High,MAYS,13.5
High,MBAC,
High,MBC,
High,MBCN,10.25
High,MBI,4.329999923706055
High,MBIN,
High,MBINM,
High,MBINN,
High,MBINO,
High,MBINP,
High,MBIO,
High,MBLY,
High,MBNKP,
High,MBOT,23004.0
High,MBRX,
High,MBSC,
High,MBTC,
High,MBTCR,
High,MBUU,
High,MBWM,3.4200000762939453
High,MC,
High,MCAA,
High,MCAAW,
High,MCAC,
High,MCACR,
High,MCACW,
High,MCAE,
High,MCAER,
High,MCAF,
High,MCAG,
High,MCB,
High,MCBC,2.130000114440918
High,MCBS,
High,MCD,63.06999969482422
High,MCFT,
High,MCG,
High,MCHP,14.739999771118164
High,MCHX,5.320000171661377
High,MCI,12.765000343322754
High,MCK,63.47999954223633
High,MCLD,
High,MCLDP,
High,MCN,9.020000457763672
High,MCO,27.280000686645508
High,MCR,9.199999809265137
High,MCRB,
High,MCRI,8.5
High,MCS,13.3100004196167
High,MCVT,
High,MCW,
High,MCY,40.11000061035156
High,MD,30.799999237060547
High,MDB,
High,MDC,26.911865234375
High,MDGL,194.25
High,MDGS,
High,MDIA,
High,MDJH,
High,MDLZ,27.479999542236328
High,MDNA,
High,MDRR,
High,MDRRP,
High,MDRX,20.68000030517578
High,MDT,44.38999938964844
High,MDU,24.149999618530273
High,MDV,
High,MDVL,
High,MDV^A,
High,MDWD,
High,MDWT,
High,MDXG,0.75
High,MDXH,
High,ME,
High,MEAC,
High,MEC,
High,MED,33.529998779296875
High,MEDP,
High,MEDS,
High,MEG,
High,MEGI,
High,MEGL,
High,MEI,9.140000343322754
High,MEIP,45.0
High,MEKA,
High,MELI,50.900001525878906
High,MEOA,
High,MEOH,21.06999969482422
High,MERC,3.190000057220459
High,MER^K,
High,MESA,
High,MESO,
High,MET,32.38859176635742
High,META,
High,METC,
High,METCL,
High,METX,
High,METXW,
High,MET^A,
High,MET^E,
High,MET^F,
High,MF,
High,MFA,29.799999237060547
